,Datetime,headline,description,article,link,responses
117,2025-06-25 18:35:00,2 Hot Stocks Riding the AI Wave,"Taiwan Semiconductor Manufacturing is benefiting from booming demand for AI chips.  While companies like OpenAI and Anthropic, which develop top-tier AI models, generate a lot of headlines, there are plenty of publicly traded companies successfully riding the AI wave as well.  Two prime examples are Oracle (NYSE: ORCL) and Taiwan Semiconductor Manufacturing (NYSE: TSM), both of which look like great AI bets.","Oracle's cloud-computing business is accelerating as it taps into AI computing demand..Taiwan Semiconductor Manufacturing is benefiting from booming demand for AI chips..Both stocks look like AI winners..10 stocks we like better than Oracle ›.Artificial intelligence (AI) is a game-changing technology with the potential to disrupt industries and deliver massive productivity gains. While companies like OpenAI and Anthropic, which develop top-tier AI models, generate a lot of headlines, there are plenty of publicly traded companies successfully riding the AI wave as well. Two prime examples are Oracle (NYSE: ORCL) and Taiwan Semiconductor Manufacturing (NYSE: TSM), both of which look like great AI bets..As Amazon Web Services (AWS) and Microsoft Azure became the top two players in the public cloud-computing market, Oracle was largely left out. However, soaring demand for AI computing capacity has changed the story. Oracle has been rapidly building out AI-enabled data centers, and the results have been impressive..Oracle's cloud-infrastructure revenue surged by 52% year over year in the final quarter of fiscal 2025 to $3 billion. That's still small relative to the market leaders, but Oracle is growing much faster. Amazingly, growth is set to accelerate. Oracle expects cloud-infrastructure revenue to grow by more than 70% in fiscal 2026 as more data centers come online and its infrastructure investments pay off..The cloud-infrastructure business is now large enough that Oracle's overall revenue growth is likely to accelerate in fiscal 2026 thanks to that blockbuster growth. Revenue was up 8% in fiscal 2025 to $57.4 billion, and it should accelerate to double digits in fiscal 2026..Beyond cloud infrastructure, Oracle's cloud-software business is also growing swiftly. Overall, cloud-application revenue rose by 12% in the fourth quarter to $3.7 billion, with both Fusion Cloud ERP and NetSuite Cloud ERP reaching the $1 billion market. This is offsetting lower on-premise software license revenue and weaker growth in hardware and services..Oracle has undoubtedly found its niche in the cloud-infrastructure market, and it's aggressively building out more capacity to meet demand. As long as the AI boom continues, Oracle is set to be an unlikely AI winner..Essentially, all the AI accelerators powering the AI revolution, from Nvidia, AMD, and others, are manufactured by TSMC. As tech giants increasingly design their own AI chips, TSMC is the manufacturer of choice. For the first five months of 2025, TSMC's revenue has risen by more than 42% year over year as demand for AI chips soars.",https://finance.yahoo.com/news/2-hot-stocks-riding-ai-103500254.html,"```json
{
  ""Strategic Risk"": 7,
  ""Operational Risk"": 0,
  ""Financial Risk"": 5,
  ""Market Risk"": 6,
  ""Technology Risk"": 8,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": -3,
  ""Reputational Risk"": 4,
  ""ESG Risk"": 0
}
```"
118,2025-06-25 17:33:00,Is Palantir Stock Outperforming the Dow?,"Although Palantir has outperformed the Dow Jones Industrial Average over the past year, analysts remain cautious about the company’s long-term outlook.","Palantir Technologies Inc. (PLTR), headquartered in Denver, Colorado, has a market cap of $330.2 billion and specializes in developing advanced software platforms for government and commercial clients. The company plays a key role in supporting counterterrorism efforts and intelligence operations across the United States, the United Kingdom, and other global markets..Companies worth $200 billion or more are generally described as “mega-cap stocks,” and PLTR perfectly fits that description, with its market cap exceeding this mark, underscoring its size, influence, and dominance within the software infrastructure industry..Super Micro Computer Just Struck a Deal with Ericsson. Should You Buy SMCI Stock Here?.CEO Jensen Huang Just Sold Nvidia Stock. Should You?.Cathie Wood Is Dumping Circle Stock. Should You?.Tired of missing midday reversals? The FREE Barchart Brief newsletter keeps you in the know. Sign up now!.PLTR touched its 52-week high of $144.86 on Jun. 16, and it's currently trading 1.1% below the peak. PLTR stock surged 48% over the past three months, outperforming the broader Dow Jones Industrial Average’s ($DOWI) 1.2% rise during the same time frame..Shares of PLTR have surged 492.8% over the past 52 weeks, substantially outperforming $DOWI’s 9.3% return over the last year. Moreover, in 2025, PLTR shares have grown 89.4%, outperforming $DOWI’s 1.3% rise..PLTR has been trading above its 200-day moving average for the past year and has stayed above its 50-day moving average since the end of April, indicating an uptrend..On June 16, Palantir shares rose over 3%, driven by renewed Wall Street interest and potential tailwinds from rising geopolitical tensions in the Middle East. Analysts remain optimistic about the company's long-term prospects, particularly in the field of enterprise AI, although valuation concerns persist. Loop Capital’s Mark Schappel reaffirmed a “Buy” rating and raised his price target to a Street-high of $155, citing early-stage growth potential in Palantir’s enterprise AI offerings..Its rival, Microsoft Corporation (MSFT), has lagged behind, with its shares rising 16.3% on a YTD basis and 9.5% over the past 52 weeks..However, among the 19 analysts covering the PLTR stock, the consensus rating is a “Hold.” The stock is currently standing above its mean price target of $104.94.. On the date of publication, Kritika Sarmah did not have (either directly or indirectly) positions in any of the securities mentioned in this article. All information and data in this article is solely for informational purposes. This article was originally published on Barchart.com ",https://finance.yahoo.com/news/palantir-stock-outperforming-dow-093323743.html,"```json
{
  ""Strategic Risk"": 0,
  ""Operational Risk"": 0,
  ""Financial Risk"": 0,
  ""Market Risk"": 0,
  ""Technology Risk"": 0,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 0,
  ""ESG Risk"": 0
}
```"
119,2025-06-25 17:10:00,9 Under-the-Radar Tech Stocks With Incredible Growth Potential,"Investors can find many tech stocks that have massive growth potential, but don't get as much attention.  If you're investing in tech stocks, you probably already know a lot about the heavy hitters in the space.  Companies like Apple, Microsoft, Nvidia, Amazon, Alphabet, and Meta Platforms each have market capitalizations of more than $1 trillion, and tend to dominate their markets and investors' attention.","Some big names dominate the headlines in the technology sector..Investors can find many tech stocks that have massive growth potential, but don't get as much attention..The names on this list all have market capitalizations of less than $100 billion..These 10 stocks could mint the next wave of millionaires ›.If you're investing in tech stocks, you probably already know a lot about the heavy hitters in the space. Companies like Apple, Microsoft, Nvidia, Amazon, Alphabet, and Meta Platforms each have market capitalizations of more than $1 trillion, and tend to dominate their markets and investors' attention..Don't get me wrong: All of those are solid investments. But it's also a good strategy for tech investors to look elsewhere for new opportunities. After all, companies like Palantir Technologies were barely a blip on the radar just a few years ago. But Palantir's dynamic growth (showing gains of 500% in the last 12 months) demonstrates the value of finding promising names that may be overlooked by others..The names on this list represent outstanding companies that solve real problems. And each has a market cap of less than $100 billion -- which means there's plenty of room for further growth and profit for your portfolio..DoorDash (NASDAQ: DASH) got its start in 2013, but it's one of those companies that really took off during the pandemic, as people were much more interested in eating at home than venturing out. That also coincided with the rise of the gig economy, which is where DoorDash thrives..The company operates in 25 countries, delivering various products from businesses to residences (mainly food orders and meals). But I'm most interested in its advertising services, in which it recently announced a new suite of artificial intelligence (AI)-powered tools designed to help businesses, specifically restaurants and brands, enhance their presence on the platform and drive growth. Restaurants will be able to plug in their goals, targets, and budget, and have the AI platform spit out customized ad campaigns..DoorDash also announced earlier this month that it purchased the adtech platform Symbiosys, which will help DoorDash provide advertising over multiple digital channels and platforms..If you're looking for international diversification, consider Singapore-based Sea Limited (NYSE: SE). Sea is a multifaceted technology company involved in digital entertainment, e-commerce, and digital financial services. Its Shopee business is a leading e-commerce platform in Southeast Asia and Taiwan, and also operates in Latin America. Meanwhile, the company's Monee segment (formerly called SeaMoney) provides financial services in Southeast Asia and Brazil. Sea's Garena game studio develops, publishes, and operates some of the most popular online games in the world, primarily for mobile and PC.",https://finance.yahoo.com/news/9-under-radar-tech-stocks-091000549.html,"```json
{
  ""Strategic Risk"": 0,
  ""Operational Risk"": 0,
  ""Financial Risk"": 0,
  ""Market Risk"": 0,
  ""Technology Risk"": 0,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 0,
  ""ESG Risk"": 0
}
```"
120,2025-06-25 16:00:00,Human Magic Acquires TapIn to Pioneer the Future of Work,"LIVERPOOL, United Kingdom, June 25, 2025 (GLOBE NEWSWIRE) -- Human Magic, the global employer brand agency behind creative strategies for brands like Nike, Microsoft, Apple, LinkedIn, and AstraZeneca, today announces that TapIn, the award-winning Gen Z-focused creative agency, is joining its rapidly growing global agency. The move strengthens Human Magic’s creative and cultural reach for global clients, bringing deeper expertise in social-first content, inclusive recruitment marketing, and youth","LIVERPOOL, United Kingdom, June 25, 2025 (GLOBE NEWSWIRE) -- Human Magic, the global employer brand agency behind creative strategies for brands like Nike, Microsoft, Apple, LinkedIn, and AstraZeneca, today announces that TapIn, the award-winning Gen Z-focused creative agency, is joining its rapidly growing global agency..The move strengthens Human Magic’s creative and cultural reach for global clients, bringing deeper expertise in social-first content, inclusive recruitment marketing, and youth engagement..Founded in Manchester by Milimo Banji, TapIn has built a reputation for helping some of the world’s most ambitious employers connect with the next generation of diverse talent including Lidl, EY, RAF, LG, GSK, Capgemini and IHG. TapIn’s approach is powered by a majority Gen Z team and a belief in deploying employer brands through influencer-led campaigns, and powerful storytelling that resonates on a cultural level. .“We have known Milimo and his team for many years and TapIn is the perfect addition to our global setup. Their creativity, cultural fluency, and impact with Gen Z audiences are exactly what the world’s leading brands need right now. It’s about deeper resonance with key audiences. We’re building an agency that can connect with every generation, everywhere, and the energy and insight that Milimo and the team bring are vital to that. We are really excited about backing Milimo and his team as he continues the excellent work he has started,” said Mark Hardwicke, CEO of Human Magic..Milimo Banji, CEO and Founder of TapIn, added, “This next chapter with Human Magic is about going bigger, bolder, and further than we ever could alone without losing what made TapIn different in the first place. We’re still driven by the same mission: to prepare 100 million young people for the world of work. But now, we’re backed by a partner that shares our values and has the global stage to help us do it. With Human Magic, we’re looking forward to taking our high-impact services to clients across the world.”.About Human Magic.Human Magic is a global employer brand agency that believes the magic of business starts with humans. With two decades of experience, the agency partners with ambitious brands including Nike, Apple, Microsoft, VISA, LinkedIn, and AstraZeneca to build employer brands that attract, engage, and inspire the world’s best talent. Human Magic is known for its deep insight work, bold creative, and the belief that employer branding, done creatively and thoughtfully, has the capacity to change lives..About TapIn.TapIn is a UK-based creative agency specialising in helping employers connect with Gen Z through culturally intelligent, social-first campaigns. With a team rooted in the communities they speak to, TapIn delivers strategy, content, and campaigns that reflect the experiences and aspirations of young, diverse audiences. Known for its bold, inclusive approach, TapIn has partnered with brands including Lidl, EY, RAF, LG, GSK, Capgemini and IHG to reshape how employer brands engage the next generation of talent.",https://finance.yahoo.com/news/human-magic-acquires-tapin-pioneer-080000216.html,"```json
{
  ""Strategic Risk"": 0,
  ""Operational Risk"": 0,
  ""Financial Risk"": 0,
  ""Market Risk"": 0,
  ""Technology Risk"": 0,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 0,
  ""ESG Risk"": 0
}
```"
121,2025-06-25 15:43:00,Truist Sees Big AI Upside for Microsoft (MSFT)—Buy Rating Reaffirmed,"Microsoft Corporation (NASDAQ:MSFT) is one of the 10 Trending AI Stocks on Wall Street Right Now. On June 23, Truist Securities analyst Joel P. Fishbein Jr reiterated a Buy rating on the stock with a $600.00 price target. According to the firm, Microsoft has been making significant moves to maintain its early lead in the enterprise […]","Microsoft Corporation (NASDAQ:MSFT) is one of the 10 Trending AI Stocks on Wall Street Right Now. On June 23, Truist Securities analyst Joel P. Fishbein Jr reiterated a Buy rating on the stock with a $600.00 price target. According to the firm, Microsoft has been making significant moves to maintain its early lead in the enterprise AI race..The company is a key beneficiary of AI adoption, particularly backed by its partnership with OpenAI..Image by Tawanda Razika from Pixabay.Fishbein believes that the company’s advantage lies in both its infrastructure layer in the Azure cloud computing business and the application layer with its Copilots. As such, Microsoft may pursue several initiatives that will help it succeed in the AI space in both the near and long term..As these initiatives translate into financial gains, they will undoubtedly push Microsoft shares higher..Microsoft Corporation (NASDAQ:MSFT) provides AI-powered cloud, productivity, and business solutions, focusing on efficiency, security, and AI advancements..While we acknowledge the potential of MSFT as an investment, we believe certain AI stocks offer greater upside potential and carry less downside risk. If you’re looking for an extremely undervalued AI stock that also stands to benefit significantly from Trump-era tariffs and the onshoring trend, see our free report on the best short-term AI stock..READ NEXT: 10 AI Stocks in the Spotlight and 10 AI Stocks Getting Wall Street’s Attention. .Disclosure: None.",https://finance.yahoo.com/news/truist-sees-big-ai-upside-074334839.html,"```json
{
  ""Strategic Risk"": 8,
  ""Operational Risk"": 0,
  ""Financial Risk"": 7,
  ""Market Risk"": 8,
  ""Technology Risk"": 9,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 6,
  ""ESG Risk"": 0
}
```"
122,2025-06-25 15:00:00,Anew Climate and Aurora Sustainable Lands Collaborate with Microsoft to Deliver Landmark 10-Year Agreement for Carbon Removal Credits,"HOUSTON, June 25, 2025--Anew Climate and Aurora Sustainable Lands Collaborate with Microsoft to Deliver Landmark 10-Year Agreement for Carbon Removal Credits","Agreement to deliver 4.8 million nature-based carbon removal credits through next-generation IFM projects while protecting over 425,000 acres of forestland.HOUSTON, June 25, 2025--(BUSINESS WIRE)--Anew Climate and Aurora Sustainable Lands today announced a 10-year agreement with Microsoft to deliver 4.8 million nature-based carbon removal credits..The deal supports one of the largest permanent working forest carbon removal efforts in the United States, and will provide investments and jobs across timberland communities..The projects, developed by Anew Climate and owned and managed by Aurora Sustainable Lands, span ecologically diverse forestlands in New York, Virginia, West Virginia, Kentucky, and Florida and utilize Improved Forest Management (IFM) to generate nature-based removal credits. Removals from these projects will be among the first issued under ACR’s IFM v2.1 protocol, a next-generation methodology that advances the field via dynamic baselines, enhanced additionality and monitoring requirements, improved quantification accuracy, and increased transparency..At the heart of this initiative is Anew’s Epoch Evaluation Platform, a proprietary system that leverages machine learning, high-resolution satellite imagery, drone data, and ground-based field measurements to enable ongoing, location-specific tracking and validation of forest carbon baselines, surpassing the requirements of the IFM v2.1 methodology. In partnership with Aurora, Anew designed a custom project that exceeds registry mandates and meets Microsoft’s high standards for durability and integrity, featuring extended monitoring, tech-enabled quantification, perpetual working forest easements and covenants. Collectively, this marks the largest permanent working forest protection project in the eastern U.S. in two decades..""This agreement sets a new standard for nature-based carbon removals, pairing technical rigor with environmental stewardship at scale,"" said Angela Schwarz, Chief Executive Officer of Anew Climate. ""Microsoft’s collaboration enables innovation that benefits the broader market and accelerates our collective path to net zero."".At a time when high-quality nature- and technology-based carbon removals remain in limited supply, this agreement stands out for its immediate impact, as material volumes of removal credits will begin being delivered in 2025..""Aurora Sustainable Lands is distinctive because we are the landowner and operator, managing everything from root to credit. This comprehensive approach ensures the highest integrity and quality of our carbon credits,"" said Jamie Houston, CEO of Aurora Sustainable Lands. ""Microsoft, Anew, and Aurora all share a deep commitment to climate-smart, sustainable practices, ensuring a healthier planet for future generations.""",https://finance.yahoo.com/news/anew-climate-aurora-sustainable-lands-070000768.html,"{
  ""Strategic Risk"": 4,
  ""Operational Risk"": 0,
  ""Financial Risk"": 0,
  ""Market Risk"": 0,
  ""Technology Risk"": 0,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 3,
  ""Reputational Risk"": 6,
  ""ESG Risk"": 10
}"
123,2025-06-25 15:00:00,"Zacks Investment Ideas feature highlights: Nvidia, CoreWeave, Microsoft, Alphabet and Meta","CoreWeave has surged 300% since IPO and now tops Nvidia's price, but is the AI newcomer worth the hype?","Chicago, IL – June 25, 2025 – Today, Zacks Investment Ideas feature highlights Nvidia NVDA, CoreWeave CRWV, Microsoft MSFT, Alphabet GOOGL and Meta Platforms META..Backed by Nvidia, CoreWeave stock has skyrocketed more than +300% since launching its IPO in late March, as investor confidence has swooned for the AI cloud infrastructure company. To that point, CoreWeave stock is trading over $170 a share, having an asking price that tops Nvidia shares at around $146..This certainly begs the question of whether the hype for CoreWeave stock is overdone or if the company is potentially a better AI investment than chip giant Nvidia..Reshaping the AI infrastructure landscape, CoreWeave has become Nvidia’s top GPU cloud partner, ahead of traditional hyperscalers like Microsoft and Alphabet. Having expertise in cutting-edge cloud services optimized for AI workloads, CoreWeave gained early access to Nvidia’s high-performance GPUs, including the much-coveted Blackwell chips..Furthermore, CoreWeave has helped Nvidia’s much sought-after AI chips build massive AI clusters that broke MLPerf training records, a widely recognized benchmarking suite designed to measure the performance of machine learning hardware, software, and services. It’s noteworthy that MLPerf Inference evaluates how quickly and efficiently systems can make predictions using trained models in real-world scenarios like object detection, medical imaging, and generative AI usage..Thanks to its successful partnership with Nvidia, CoreWeave has attracted major clients including OpenAI, Meta Platforms and Microsoft. Notably, Microsoft accounted for 62% of CoreWeave’s revenue in 2024. Being CoreWeave’s major GPU supplier and an early investor, it’s safe to say that Nvidia has earned significant revenue from the partnership and the appreciation of its equity stake of over 24 million CRWV shares..Pinpointing the market’s high sentiment for CoreWeave and alluding to lucrative earnings potential is the company’s rapid top-line expansion. CoreWeave’s total sales are expected to skyrocket 164% this year to $5.02 billion compared to $1.9 billion in 2024. Zacks' projections call for CoreWeave’s sales to soar another 127% next year to $11.41 billion..Attributed to the AI boom, this type of growth has warranted investors to pull CoreWeave into Nvidia’s stratosphere, as Nvidia’s top line has expanded over 680% in the last five years from sales of $16.67 billion in its fiscal 2021 to $130.5 billion last year. Nvidia’s sales are currently projected to increase 51% in its current fiscal year 2026 and are projected to leap another 25% in FY27 to $247.24 billion.",https://finance.yahoo.com/news/zacks-investment-ideas-feature-highlights-070000205.html,"```json
{
  ""Strategic Risk"": 0,
  ""Operational Risk"": 0,
  ""Financial Risk"": 0,
  ""Market Risk"": 0,
  ""Technology Risk"": 0,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 0,
  ""ESG Risk"": 0
}
```"
124,2025-06-25 13:36:00,"OpenAI CEO Altman says he spoke with Microsoft CEO about future partnership, NYT reports","Earlier this month, the Wall Street Journal reported that Microsoft, the AI startup's major backer, and OpenAI are discussing revising the terms of Microsoft's investment, including the future equity stake it will hold in the startup.  The Financial Times has reported that Microsoft is considering pausing discussions with OpenAI if the two sides remain unable to agree on critical issues such as the size of Microsoft's future stake.","(Reuters) -OpenAI chief executive Sam Altman had a call with Microsoft CEO Satya Nadella on Monday and discussed their future working partnership, Altman said in a New York Times podcast on Tuesday..Earlier this month, the Wall Street Journal reported that Microsoft, the AI startup's major backer, and OpenAI are discussing revising the terms of Microsoft's investment, including the future equity stake it will hold in the startup..The Financial Times has reported that Microsoft is considering pausing discussions with OpenAI if the two sides remain unable to agree on critical issues such as the size of Microsoft's future stake..""Talks are ongoing and we are optimistic we will continue to build together for years to come,"" Microsoft and OpenAI said in a joint statement..""Obviously in any deep partnership, there are points of tension and we certainly have those,"" Altman told the NYT. ""But on the whole, it's been like really wonderfully good for both companies."".Altman also said that he had productive talks with U.S. President Donald Trump on artificial intelligence and credited him with understanding the geopolitical and economic importance of the technology..In January, Trump announced Stargate, a private sector investment of up to $500 billion for AI infrastructure, funded by SoftBank, OpenAI and Oracle..(Reporting by Rishabh Jaiswal and Anusha Shah in Bengaluru; additional reporting by Juby Babu in Mexico City; Editing by Mrigank Dhaniwala and Shinjini Ganguli)",https://finance.yahoo.com/news/openai-ceo-altman-says-spoken-053609856.html,"```json
{
  ""Strategic Risk"": 5,
  ""Operational Risk"": 0,
  ""Financial Risk"": 4,
  ""Market Risk"": 3,
  ""Technology Risk"": 8,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 4,
  ""ESG Risk"": 0
}
```"
125,2025-06-25 07:31:00,"C3.ai, Inc. (AI): A Bear Case Theory","We came across a bearish thesis on C3.ai, Inc., High Growth Investing’s Substack by Stefan Waldhauser. In this article, we will summarize the Bears’ thesis on AI. C3.ai, Inc.’s share was trading at $23.41 as of June 23rd. C3.ai has struggled to gain solid financial footing despite being in business for over 15 years and forming high-profile […]","We came across a bearish thesis on C3.ai, Inc., High Growth Investing’s Substack by Stefan Waldhauser. In this article, we will summarize the Bears’ thesis on AI. C3.ai, Inc.'s share was trading at $23.41 as of June 23rd..A scientist at a computer station, surrounded by a neural network of artificial intelligence code..C3.ai has struggled to gain solid financial footing despite being in business for over 15 years and forming high-profile partnerships with Microsoft Azure and McKinsey. While its revenue growth has reached 24% on a trailing twelve-month basis, the company continues to operate inefficiently, posting net losses that hover around 80% of revenue and maintaining negative cash flow. With a Rule of 40 score of just 14%, the business model remains fundamentally flawed..A major concern is C3.ai’s reliance on a limited customer base, most notably Baker Hughes, which contributes around 20% of total revenue. This key contract is set for renewal and may expire as early as June 2025, posing a significant risk to the company’s financial stability and stock performance. For fiscal year 2025, C3.ai is projected to generate nearly $400 million in sales while incurring a $300 million loss, a mismatch that renders its $2.5 billion valuation difficult to justify..The market appears to share this skepticism, as evidenced by a 30% drop in the stock year-to-date. Furthermore, substantial insider selling by CEO Tom Siebel and his management team reinforces concerns about internal confidence. Short sellers have also targeted the stock aggressively, as reflected in its elevated short interest levels..Tools like the stocks. Guide screener reveals that C3.ai is among the most shorted stocks in the NASDAQ-100, underscoring bearish sentiment. Overall, the company remains an unprofitable and risky bet, with mounting pressure from both operational inefficiencies and investor skepticism..Previously, we covered a bearish thesis on CrowdStrike Holdings, Inc. (CRWD) by Magnus Ofstad in May 2025, which highlighted concerns over slowing growth and stretched valuation. The company’s stock price has appreciated by approximately 8% since our coverage. This is because the thesis didn’t play out as expected. Stefan Waldhauser shares a similar view but emphasizes C3.ai’s structurally weaker fundamentals..C3.ai, Inc. is not on our list of the 30 Most Popular Stocks Among Hedge Funds. As per our database, 24 hedge fund portfolios held AI at the end of the first quarter which was 25 in the previous quarter. While we acknowledge the risk and potential of AI as an investment, our conviction lies in the belief that some AI stocks hold greater promise for delivering higher returns and have limited downside risk. If you are looking for an extremely cheap AI stock that is also a major beneficiary of Trump tariffs and onshoring, see our free report on the best short-term AI stock.",https://finance.yahoo.com/news/c3-ai-inc-ai-bear-233128143.html,"```json
{
  ""Strategic Risk"": 3,
  ""Operational Risk"": 0,
  ""Financial Risk"": 0,
  ""Market Risk"": 1,
  ""Technology Risk"": 0,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 1,
  ""ESG Risk"": 0
}
```"
126,2025-06-25 06:06:00,Microsoft (MSFT) Broadens AMD’s Partnership for Next-Gen Xbox Console,"Advanced Micro Devices, Inc. (NASDAQ:AMD) is one of the 12 best cryptocurrency and blockchain stocks to buy. On June 17, Microsoft announced it had extended its partnership with the company to design next-generation chips that will go into Xbox consoles. It is a significant partnership for AMD as it stands to fulfill tens of millions […]","Advanced Micro Devices, Inc. (NASDAQ:AMD) is one of the 12 best cryptocurrency and blockchain stocks to buy. On June 17, Microsoft announced it had extended its partnership with the company to design next-generation chips that will go into Xbox consoles..A close up of a complex looking PCB board with several intergrated semiconductor parts..It is a significant partnership for AMD as it stands to fulfill tens of millions of chip orders over the life of the next-generation console. Additionally, the partnership is poised to last several years and span multiple generations of desktop and portable hardware, providing a reliable revenue stream..Microsoft has utilized AMD hardware for the last two console generations, beginning with the Xbox One. Despite Nvidia’s dominance in PC GPUs, AMD CPUs and AMD GPUs have proved to be a powerful pairing..Advanced Micro Devices, Inc. (NASDAQ:AMD) is a semiconductor company that provides hardware and software that power blockchain and cryptocurrency applications. AMD’s technology, particularly its CPUs and GPUs, plays a crucial role in the performance and efficiency of blockchain operations like mining and transaction validation..While we acknowledge the potential of AMD as an investment, we believe certain AI stocks offer greater upside potential and carry less downside risk. If you're looking for an extremely undervalued AI stock that also stands to benefit significantly from Trump-era tariffs and the onshoring trend, see our free report on the best short-term AI stock..READ NEXT: 10 Most Undervalued Financial Stocks to Buy According to Analysts and 11 Best Industrial Stocks to Buy Right Now..Disclosure: None.",https://finance.yahoo.com/news/microsoft-msft-broadens-amd-partnership-220602402.html,"```json
{
  ""Strategic Risk"": 3,
  ""Operational Risk"": 2,
  ""Financial Risk"": 0,
  ""Market Risk"": 2,
  ""Technology Risk"": 4,
  ""Credit Risk"": 0,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 2,
  ""ESG Risk"": 0
}
```"
127,2025-06-25 04:58:00,Will Microsoft (MSFT) Part Ways With OpenAI?,"Microsoft Corporation (NASDAQ:MSFT) is one of the 12 Best Stocks to Buy and Hold for the Long Term. On June 19, the Financial Times reported the long-standing partnership between Microsoft Corporation (NASDAQ:MSFT) and OpenAI might come to an end as tensions persist between the two on key issues including the future stake of MSFT in OpenAI. […]","Microsoft Corporation (NASDAQ:MSFT) is one of the 12 Best Stocks to Buy and Hold for the Long Term. On June 19, the Financial Times reported the long-standing partnership between Microsoft Corporation (NASDAQ:MSFT) and OpenAI might come to an end as tensions persist between the two on key issues including the future stake of MSFT in OpenAI..The partnership between the two began in 2019 with Microsoft Corporation (NASDAQ:MSFT)’s $1 billion investment in OpenAI. Under the partnership, Microsoft is entitled to 49% of OpenAI Global LLC’s profits, capped at roughly 10 times its investment. OpenAI operates as a “capped profit” company, meaning investor returns are limited beyond a certain threshold..A development team working together to create the next version of Windows..Microsoft Corporation (NASDAQ:MSFT) has invested more than $13 billion to date and has played a key role in positioning the company as a market leader. However, the tensions have revolved around the future stake of MSFT in OpenAI. According to the Financial Times, the discussion regarding the stakes has ranged from 20% to 49%, however, no decision has been reached yet..OpenAI requires approval from Microsoft Corporation (NASDAQ:MSFT) to complete its transition as a public benefit corporation. On the other hand, Microsoft plans to keep its existing commercial contract until 2030. The WSJ also reported that both companies are discussing the existing terms of Microsoft’s investment and the future stake..“We have a long-term, productive partnership that has delivered amazing AI tools for everyone. Talks are ongoing and we are optimistic we will continue to build together for years to come” said Microsoft Corporation (NASDAQ:MSFT) and OpenAi in a joint statement..While we acknowledge the potential of MSFT as an investment, we believe certain AI stocks offer greater upside potential and carry less downside risk. If you’re looking for an extremely undervalued AI stock that also stands to benefit significantly from Trump-era tariffs and the onshoring trend, see our free report on the best short-term AI stock..READ NEXT: The Best and Worst Dow Stocks for the Next 12 Months and 10 Unstoppable Stocks That Could Double Your Money..Disclosure: None.",https://finance.yahoo.com/news/microsoft-msft-part-ways-openai-205831717.html,"```json
{
  ""Strategic Risk"": -8,
  ""Operational Risk"": -5,
  ""Financial Risk"": -6,
  ""Market Risk"": -7,
  ""Technology Risk"": -8,
  ""Credit Risk"": -1,
  ""Legal Risk"": -3,
  ""Political Risk"": 0,
  ""Reputational Risk"": -7,
  ""ESG Risk"": 0
}
```"
128,2025-06-25 04:46:00,Microsoft Stock Carves Record High On Agentic AI Leadership,Microsoft stock on Tuesday hit its fourth all-time high in as many trading sessions. The software giant is a leader in agentic AI.,Microsoft stock on Tuesday hit its fourth all-time high in as many trading sessions. The software giant is a leader in agentic AI.,https://finance.yahoo.com/m/a5ffdfc7-73d6-31f2-bb99-6598c3d838f9/microsoft-stock-carves-record.html,"```json
{
  ""Strategic Risk"": 8,
  ""Operational Risk"": 0,
  ""Financial Risk"": 8,
  ""Market Risk"": 9,
  ""Technology Risk"": 9,
  ""Credit Risk"": 5,
  ""Legal Risk"": 0,
  ""Political Risk"": 0,
  ""Reputational Risk"": 8,
  ""ESG Risk"": 0
}
```"
