Datetime,headline,description,article,link
2025-06-21 19:15:00,2 Stocks Down 34% and 40% to Buy Right Now,"Tesla is a risky stock, but it's very well positioned to profit from the successful development of its robotaxi concept.  AMD could be on the verge of making big gains in the AI hardware market.  Despite some major sell-offs in the spring, the S&P 500 and the Nasdaq Composite are up roughly 2% and 1%, respectively, as of this writing.","Tesla is a risky stock, but it's very well positioned to profit from the successful development of its robotaxi concept..AMD could be on the verge of making big gains in the AI hardware market..These 10 stocks could mint the next wave of millionaires ›.The first half of 2025 will draw to a close at the end of this month, and investors have been treated to some big twists and turns in the year so far. Despite some major sell-offs in the spring, the S&P 500 and the Nasdaq Composite are up roughly 2% and 1%, respectively, as of this writing..While macroeconomic and geopolitical factors could inject additional rounds of volatility into the market, backing great companies for the long haul remains one of the best paths to generating strong investment returns. With some promising companies still trading at significant discounts compared to previous highs, read on to see why two Motley Fool contributors think that Tesla (NASDAQ: TSLA) and Advanced Micro Devices (NASDAQ: AMD) stand out as smart long-term investment plays right now..Lee Samaha (Tesla): Tesla stock trades down about 22% in 2025 and down about 33% from its all-time high. It hasn't been an easy year for the company or its CEO, Elon Musk, with ongoing relatively high interest rates curtailing car sales overall, and Tesla appearing to lose some ground to its rival electric vehicle (EV) manufacturers. Meanwhile, Musk's political involvements have likely caused some brand damage, and the Cybertruck has proven to be a disappointment..That said, there's an odd logic to the market's reaction to these events. The investment case for Tesla has never been purely based on it as an EV manufacturer. Instead, the main value in the company lies in its potential to generate a massive stream of long-term recurring revenue from robotaxis, possibly on a ride-per-mile basis, as well as selling unsupervised, full self-driving (FSD) software. The good news is Tesla plans to launch its robotaxi service, albeit on a small scale, in Austin, Texas, on June 22..Naturally, Tesla's position as the leading EV company (and manufacturer of the best-selling vehicle in the world, the Model Y, and potentially the manufacturer of a low-cost dedicated robotaxi, the Cybercab) gives it a significant advantage in a market where competitors like Ford Motor Company and General Motors have unfulfilled ambitions. Indeed, there is a reason why leading automakers and technology companies have invested billions in developing commercially viable robotaxis.",https://finance.yahoo.com/news/2-stocks-down-34-40-111500916.html
2025-06-21 18:30:00,Meet the nine private humanoid robot firms shaping the future,"The humanoid robot arms race is on, and it’s not just Tesla Inc (NASDAQ:TSLA) making noise with its Optimus humanoid—the real action is happening among a new generation of private players, each betting big on a future where humanoids are everywhere from factory floors to your living room, according to UBS analysts.","The humanoid robot arms race is on, and it’s not just Tesla Inc (NASDAQ:TSLA) making noise with its Optimus humanoid—the real action is happening among a new generation of private players, each betting big on a future where humanoids are everywhere from factory floors to your living room, according to UBS analysts..""Understanding what these private companies are working on and tracking their progress can help inform investors about the future/feasibility of the humanoid robot opportunity and use cases such as more plant automation,” UBS analysts said in a recent note, pointing to a wave of start-ups already landing deals with auto giants like BMW (ETR:BMWG) and Mercedes..Figure AI, founded in 2022, is going all-in on autonomous humanoids for manufacturing, logistics, and retail. Figure’s BotQ facility can crank out up to 12,000 robots a year, and the company is already using its own robots to build more robots. After a $1.5 billion Series C in May 2025, Figure’s valuation soared to $39.5 billion, with its first commercial deal inked with BMW and a second, undisclosed “major US company” already signed. Between these two customers, Figure believes there’s a path to 100,000 robots over the next four years..Agility Robotics, meanwhile, is already deploying its Digit robots in logistics and manufacturing, targeting the more than one million unfilled material handling jobs in the U.S. With partnerships ranging from  GXO Logistics  Inc (NYSE:GXO) and Schaeffler to Tompkins (NYSE:TMP) Solutions, Agility is scaling up quickly, pushing robots-as-a-service deals and using its Agility Arc platform to control robots in tandem with other equipment. The company recently upgraded Digit’s battery life and safety features, and a minority investment from Schaeffler signals growing industry confidence..Collaborative Robotics, or Cobot, is taking a different approach, focusing on AI-driven collaborative robots that work shoulder-to-shoulder with people in shared workspaces such as warehouses, hospitals, and factories. Since their 2024 debut, Cobot’s Proxie robots have logged over 5,000 operational hours and moved 16,000 carts in customer facilities. The company is developing cobots that integrate large language models, voice recognition, and speech synthesis to enable dynamic, human-like interaction on the job.Apptronik, with roots in NASA, has built Apollo, a robot designed for heavy lifting in manufacturing, logistics, and even healthcare. Commercial deployments began with Mercedes-Benz (OTC:MBGAF) in 2024, and new partnerships with Jabil and Google (NASDAQ:GOOGL) DeepMind are helping scale both production and AI capabilities. Apollo is built to perform physically demanding tasks in industrial spaces, working right alongside humans",https://finance.yahoo.com/news/meet-nine-private-humanoid-robot-103005760.html
2025-06-21 18:01:00,Tesla plans $8 billion U.S. investment this fiscal year,"Investing.com -- Tesla (NASDAQ:TSLA) announced plans to invest approximately $8 billion in United States infrastructure and manufacturing during the current fiscal year, according to a post on X on late Friday.","Investing.com -- Tesla (NASDAQ:TSLA) announced plans to invest approximately $8 billion in United States infrastructure and manufacturing during the current fiscal year, according to a post on X on late Friday..The electric vehicle manufacturer revealed it has already invested around $44 billion in capital expenditures in the US since the company’s founding..Tesla noted that in the previous fiscal year alone, it made approximately $10 billion in capital expenditures..""Tesla has been focused on investing in manufacturing and infrastructure in the US since our inception and till the beginning of the year, we had invested ~$44B of capital expenditures. Just in the last fiscal year alone, we did ~$10B of capital expenditure and plan to invest another ~$8B this fiscal year,"" the company stated in its social media post..Related articles.Tesla plans $8 billion U.S. investment this fiscal year.Temu struggles in U.S. as buyer activation, retention hit record lows: Barclays.UBS identifies key thematic opportunities for stock market investors",https://finance.yahoo.com/news/tesla-plans-8-billion-u-100112872.html
2025-06-21 16:05:00,Where Will Tesla Be in 10 Years?,"Robotaxis could revolutionize Tesla's business.  Tesla (NASDAQ: TSLA) is now one of the largest companies in the world, with a market cap of more than $1 trillion.  In fact, over the next 10 years, there's a brand new business segment that could be worth more than $1 trillion on its own.","Robotaxis could revolutionize Tesla's business..This service could arrive sooner than investors realize..These 10 stocks could mint the next wave of millionaires ›.Tesla (NASDAQ: TSLA) is now one of the largest companies in the world, with a market cap of more than $1 trillion. Much of Tesla's valuation stems from its automaking business. Its Model Y and Model 3 vehicles are consistently some of the highest-selling EVs in the U.S. And with EV sales still representing less than 10% of total U.S. vehicle sales, significant growth is yet to come..But Tesla's long-term future won't be dominated by making vehicles. In fact, over the next 10 years, there's a brand new business segment that could be worth more than $1 trillion on its own..Tesla's leader, Elon Musk, has been teasing a robotaxi business for years. The pitch is simple: Any Tesla owner can essentially rent out their vehicles at any time, earning profits while they otherwise wouldn't be using the vehicle. This would make buying and owning a Tesla significantly more attractive. Businesses could be formed to buy hundreds or even thousands of Teslas for the purpose of renting them out. Tesla has also signaled plans to produce vehicles specifically for this purpose..Autonomous driving is what will unlock this new business at scale. That way, Tesla owners can put their vehicles up for rent when they're not in use via their smartphone. Then, someone looking for a ride can request a pickup, and the nearest available Tesla will automatically drive itself to the user, pick them up, drop them at the requested destination, and return itself to the original parking spot before the owner even realizes that it's gone..While details aren't available in full yet, the idea is that the vehicle owner and Tesla would split the rideshare earnings. Investor Cathie Wood sees this spawning a gigantic global robotaxi industry, potentially adding 1,000% in potential upside to Tesla's share price. ""We think $8 trillion to $10 trillion for the entire autonomous taxi opportunity throughout the world, from almost nothing,"" Wood said at an investor conference in March..Some analysts are skeptical, given Tesla's previous promises of an imminent self-driving revolution. Consider one of Musk's previous declarations. ""Our goal is, and I feel pretty good about this goal, that we'll be able to do a demonstration drive of full autonomy all the way from LA to New York, from home in LA to let's say dropping you off in Times Square in New York, and then having the car go park itself, by the end of next year. Without the need for a single touch, including the charger."" He said this way back in 2016 -- nearly a decade ago. Rapid advances in artificial intelligence make today's possibilities much more realistic, however, and Tesla's robotaxi business could arrive much sooner than everyday investors realize.",https://finance.yahoo.com/news/where-tesla-10-years-080500340.html
2025-06-21 15:29:00,TSLA: Tesla Robotaxi Push Could Be a $1 Trillion Game-Changer,Tesla's Robotaxi Era Begins: Analysts Eye $2T Market Cap by 2026,"June 20 - Tesla (NASDAQ:TSLA) is set to launch its robotaxi operations in Austin this Sunday, with about 20 Model Y vehicles operating in a designated area, Wedbush mentioned in a Friday note..The firm called the move a key milestone that could define Tesla's next phase, estimating the autonomous unit alone could eventually add $1 trillion to the electric carmaker's valuation..Wedbush maintained its Outperform rating and $500 price target, citing Tesla's global reach and progress in artificial intelligence and driverless technology..The firm expects Tesla to scale the service to roughly 25 U.S. cities within a year and sees potential policy support ahead. Analysts said a Trump presidency could accelerate regulatory clearance for full self-driving systems..Tesla plans to begin production of its dedicated robotaxi model, the Cybercab, sometime next year, the note added..Wedbush believes Tesla's roadmap on autonomy and robotics will unfold gradually, saying, Rome wasn't built in a day. In a bull case, the firm sees Tesla reaching a $2 trillion market cap by the end of 2026..This article first appeared on GuruFocus.",https://finance.yahoo.com/news/tesla-robotaxi-push-could-1-152509908.html
2025-06-21 14:30:00,Who Will Use Tesla’s Robo-Taxi? There Are 2 Big Challenges.,"As self-driving technology improves, and robo-taxis proliferate across America, investors will have to think about consumer’s willingness to trust robots.","As self-driving technology improves, and robo-taxis proliferate across America, investors will have to think about consumer’s willingness to trust robots.",https://finance.yahoo.com/m/5a81e271-5163-3497-a756-a19c6f1eb531/who-will-use-tesla%E2%80%99s.html
2025-06-21 09:00:00,Grant Cardone Says You Don't Have To Be The Boss To Get Rich: 'You Gotta Find Somebody That Is Successful And Still Wants To Be Successful',"Do you have to start your own business to be successful? Although some business owners become very successful, others end up shutting their doors after a few years. That's why Grant Cardone proposed another way to become rich. ""You gotta find somebody that is successful and still wants to be successful,"" he said. Here's how you can use this advice to build long-term wealth. Don't Miss: Maker of the $60,000 foldable home has 3 factory buildings, 600+ houses built, and big plans to solve housing —","Do you have to start your own business to be successful? Although some business owners become very successful, others end up shutting their doors after a few years. That's why Grant Cardone proposed another way to become rich..""You gotta find somebody that is successful and still wants to be successful,"" he said..Here's how you can use this advice to build long-term wealth..Don't Miss:.Maker of the $60,000 foldable home has 3 factory buildings, 600+ houses built, and big plans to solve housing — this is your last chance to become an investor for $0.80 per share..Peter Thiel turned $1,700 into $5 billion—now accredited investors are eyeing this software company with similar breakout potential. Learn how you can invest with $1,000 at just $0.30/share..Cardone mentioned that you don't need 50 investments to become a billionaire. He said that Steve Jobs only had two investments. Pixar and NeXT were his two major investments before leaving Apple, and once he rejoined Apple (NASDAQ:AAPL), that's where he got most of his wealth..While diversifying your portfolio has benefits, there is the risk of over-diversification. Spreading your time and capital across too many investments can cause you to miss opportunities. Furthermore, you may spread your time too thin and end up with a bunch of slow-growing or declining income streams..Picking a few good investments instead of having 50 investments can accelerate wealth building if you pick the right investments. It's not a strategy for everyone, but if you know the person behind the company and the growth opportunities, it may be worth considering..Trending: Maximize saving for your retirement and cut down on taxes: Schedule your free call with a financial advisor to start your financial journey – no cost, no obligation..The leader plays a decisive role in the company's ability to tap into catalysts and provide long-term returns for patient investors..If you want to see what type of an impact a leader can have on a corporation’s valuation, look no further than Tesla (NASDAQ:TSLA). People have been saying that it's overvalued for years. If Elon Musk wasn't leading Tesla, the stock would probably be a lot cheaper. Recently, Tesla stock jumped higher the moment Musk said he would move away from the White House's Department of Government Efficiency to focus fully on Tesla. These trends demonstrate how much value Tesla investors put into Musk's involvement with the company.",https://finance.yahoo.com/news/grant-cardone-says-dont-boss-010012300.html
2025-06-21 06:27:00,Robotaxis Could Redefine Tesla or Rattle Its Stock,Early pilot under human watch tests the hype vs. reality,"Tesla's (NASDAQ:TSLA) much-anticipated robotaxi pilot, set to roll out June 22 in Austin, is pivotal for the company's next growth chapter. Success could redefine its revenue model; failure could dent valuation and long-term prospects..Jacob Falkencrone, Saxo's global head of investment strategy, warns that the launchElon Musk's next trillion-dollar chapteris as much about regulatory navigation as true autonomy..Roughly ten Model Y robotaxis running Tesla's Full Self-Driving software will operate in geo-fenced zones under remote human oversight, reflecting cautious, phased deployment rather than a turnkey self-drive revolution..Skepticism lingers amid Democratic lawmakers urging a delay until new Texas safety laws kick in on September 1, and an ongoing NHTSA probe into Tesla's autonomous systems. Historically, Tesla share prices spike on hype and retreat on reality..A smooth pilot could position Tesla as a mobility services leader, slashing urban travel costs by up to 70% and potentially eclipsing its core car-sales business. Conversely, any misstepsregulatory pushback, tech hiccups, or safety incidentscould spook investors and create tactical buying windows..Early user feedback, regulatory responses, and incident reports will be key barometers. Investors should watch those signals closely to gauge whether robotaxis truly deliver transformative upside or morph into another Musk-driven mirage..This article first appeared on GuruFocus.",https://finance.yahoo.com/news/robotaxis-could-redefine-tesla-rattle-222710285.html
2025-06-21 05:27:00,Unplugged Performance to Showcase Tesla Builds at Electrify Expo – North America’s Largest EV Festival,"3/4 Shot of 2024 Tesla Model 3 Performance with Unplugged Performance Carbon Fiber Aero Kit, UP Forged UP-03 Wheels, and Rear Dual Wing Carbon Fiber Full Aero Kit with UP Forged UP-03 Wheels Track Set up for the Tesla Model 3 Performance Highland by Unplugged Performance 2024 Tesla Model 3 Performance with Unplugged Performance Carbon Fiber Aero Kit, UP Forged UP-03 Wheels, and Rear Dual Wing Carbon Fiber Full Aero Kit by Unplugged Performance 2024 Tesla Model 3 Performance with Unplugged Perfor","3/4 Shot of 2024 Tesla Model 3 Performance with Unplugged Performance Carbon Fiber Aero Kit, UP Forged UP-03 Wheels, and Rear Dual Wing.2024 Tesla Model 3 Performance with Unplugged Performance Carbon Fiber Aero Kit, UP Forged UP-03 Wheels, and Rear Dual Wing.2024 Tesla Model 3 Performance with Unplugged Performance Carbon Fiber Front Aero Kit.2024 Tesla Model 3 Performance with Unplugged Performance Carbon Fiber Front Aero Kit, UP Forged UP-03 Wheels.Birdseye view of a Tesla Model 3 Performance Highland with Carbon Fiber Aero Kit and UP Forged UP-03 Wheels.Tesla Model Y with Leveling Lift Kit.2026 Tesla Model Y with Leveling Lift Kit and UP Forged UP-05 Wheels.2026 Tesla Model Y with Leveling Lift Kit and UP Forged UP-05 ""Off-Road Spec"" Wheels.2026 Tesla Model Y with UP Forged CYBRHEX Wheels.Tesla Model Y Juniper with 22"" UP Forged CYBRHEX Wheels.Tesla Cybertruck INVINCIBLE build with 22"" UP Forged CYBRHEX.LOS ANGELES, June 20, 2025 (GLOBE NEWSWIRE) -- Unplugged Performance, the world leader in Tesla-focused performance upgrades, is headed to Electrify Expo, North America’s premier electric vehicle lifestyle event. Taking place this weekend June 21st & 22nd, Electrify Expo invites EV enthusiasts, media, and families for an immersive look at the future of electrification..Unplugged Performance will be displaying four of its latest builds at the show, each with upgrades tailored for parts performance, durability, and everyday driving..Tesla Model 3 Performance “Red Rocket” Track BuildBuilt to dominate the track and the streets, car features our:.UP Race Pro Coilovers with Adaptive Canceller.UP Carbon Fiber Front Aero Kit + Rear Dual Spoiler and Wing Set Up + Rear Spats and Diffuser.18x10.9 UP-03 Forged Wheels.Yokohama ADVAN A052 295/35R18 Tires.Satin Red 2026 Tesla Model Y Off-Road/Street BuildAdventure-ready, this MY build includes our:.UP 35mm Leveling Lift Kit.Off-Road Spec 18"" UP-05 Forged Wheels.Off-Road Sway Bar + End Links.Yokohama GEOLANDAR Tires.UP INVINCIBLE® Cybertruck Street BuildThe ultimate Tesla Cybertruck to take on anything on earth and beyond with:.HD Front & Rear Bumpers, Bull Bar, Rock Sliders.Carbon Fiber Hood w/ 50” LED Light Bar.Side Sail Panel MOLLE Rack System.22” CYBRHEX Forged Wheels.Yokohama GEOLANDAR Tires.Quicksilver 2026 Tesla Model Y Off-Road/Street BuildReady for the streets, this MY build includes our:.22” UP Forged CYBRHEX Wheels.Moderate option Dual Rate Lowering Springs.Yokohama Parada Spex-X Tires.Learn more about our products at unpluggedperformance.com.Media Contact:Bryan Benitezpress@unpluggedperformance.com",https://finance.yahoo.com/news/unplugged-performance-showcase-tesla-builds-212700160.html
2025-06-21 04:59:00,Veteran Tesla analyst makes boldest robotaxi call yet,The next big growth chapter for Tesla stock may be closer than you think,"Veteran Tesla analyst makes boldest robotaxi call yet originally appeared on TheStreet..The closer we get to Tesla’s  (TSLA)  robotaxi debut on Sunday, the hotter things get..Though it’s been patchy, Tesla bulls would argue we’re finally getting close to what could be a watershed moment for the business..💵💰Don't miss the move: Subscribe to TheStreet's free daily newsletter💰💵.Analysts have been talking up Tesla’s self-driving game for a while..Few have built a serious reputation on bold, on-point calls. Now, one veteran bull just upped the ante on the robotaxi event, calling this the potential start of Tesla’s “golden era of autonomous.”.Truth be told, Tesla’s robotaxi rollout turned out bumpier than expected..Related: Tesla robotaxi launch hits major speed bump.After Tesla’s maverick CEO, Elon Musk, teased an Austin debut in May, things have proven rather rocky..Just yesterday, a band of seven Texas lawmakers called on the EV giant to pump the brakes on its trials until September’s tougher AV rules to kick in..Then there’s the safety concern, which adds another layer to the dynamic..In mid-June, a Cybertruck prototype drifted into oncoming traffic while on FSD. Days later, a Tesla Model 3 stalled on train tracks, getting clipped in the process..These hurdles and fresh incidents suggest the vision-only autonomy might still be brittle. Meanwhile, Tesla’s robotaxi competition in the likes of Waymo and Cruise continues chugging along in geofenced zones..These companies have taken a more cautious route with safety drivers and slow expansions..Tesla, on the other hand, appears to be going full throttle, relying heavily on its massive owner fleet and Musk’s no-brakes style..For now, though, hiccups have weighed down Tesla’s stock price, which has settled back into the low $320s..More Tesla Stock News:.Tesla robotaxi launch hits major speed bump.Musk's AI chatbot weighs in on Tesla stock and Robotaxi.SpaceX faces a surprising rival Tesla is already battling.Nevertheless, Tesla has repeatedly proved the naysayers wrong, and it’s operating in what could become a multi-billion-dollar market..Grand View Research estimates the global robotaxi market at $1.95 billion last year, potentially soaring to $43.76 billion by 2030 (a staggering 73.5% CAGR from 2025)..In an X post today, the veteran tech analyst deemed Sunday’s robotaxi rollout in Austin “the golden era of autonomous” for Tesla..Related: Journalists are 'killing people' by turning them against autonomous cars, Musk said.He feels this chapter could be the biggest in Tesla’s rich history, tipping its AI roadmap as a potential $1 trillion valuation boost over the coming years.",https://finance.yahoo.com/news/veteran-tesla-analyst-makes-boldest-205955503.html
2025-06-21 04:51:00,Stocks Settle Mostly Lower as Chip Makers Fall,"The S&P 500 Index ($SPX ) (SPY ) Friday closed down -0.22%, the Dow Jones Industrials Index ($DOWI ) (DIA ) closed up +0.08%, and the Nasdaq 100 Index ($IUXX ) (QQQ ) closed down -0.43%. September E-mini S&P futures (ESU25 ) are down -0.21%, and September E-mini Nasdaq futures...","The S&P 500 Index ($SPX) (SPY) Friday closed down -0.22%, the Dow Jones Industrials Index ($DOWI) (DIA) closed up +0.08%, and the Nasdaq 100 Index ($IUXX) (QQQ) closed down -0.43%.  September E-mini S&P futures (ESU25) are down -0.21%, and September E-mini Nasdaq futures (NQU25) are down -0.40%..Stock indexes on Friday gave up an early advance and finished mostly lower on weakness in chip makers after a report from The Wall Street Journal stated that a top US official had told top global semiconductor makers that the US might revoke waivers for allies with semiconductor plants in China.  .Negative trade news also pressured stocks after the Financial Times reported that Japan had canceled a top-level trade meeting with the US, set for July 1, following a request from the Trump administration for Japan to increase its defense spending. Investors are bracing for more negative tariff news within the next week or so following President Trump's announcement last Wednesday that he intends to send letters to dozens of US trading partners within one to two weeks, setting unilateral tariffs ahead of the July 9 deadline that came with his 90-day pause..Stocks initially moved higher on Friday, driven by a Reuters report that the Iranian government said it is ready to discuss limitations on its uranium enrichment..Stocks were supported Friday by speculation that the US will give negotiations a chance before deciding to enter the Israel-Iran war, following the White House's announcement on Thursday that President Trump would decide within two weeks on any US involvement in the conflict, and there is still a ""substantial chance"" of a negotiated settlement..Stocks also had support from dovish comments on Friday from Fed Governor Waller, who said, ""I think we have room to bring interest rates down as early as July, and then we can see kind of see what happens with inflation."".Friday's US economic news was negative for stocks.  The June Philadelphia Fed business outlook survey was unchanged at -4.0, weaker than expectations of an increase to -1.5.  Also, the May index of leading economic indicators (LEI) fell -0.1% m/m, right on expectations, and the sixth consecutive month the LEI has declined..Hostilities between Israel and Iran entered an eighth day Friday with no signs of easing. Israel struck more of Iran's nuclear and missile production sites Friday and warned it could bring down Iran's leadership.  Meanwhile, Iran said it won't negotiate with the US while Israel's assault continues.  Iranian President Pezeshkian said the only way to end the imposed war is to ""unconditionally stop"" the enemy's aggression.  Iran showed no signs of backing down and reiterated an intention to respond with force if the US were to get directly involved in Israeli attacks.",https://finance.yahoo.com/news/stocks-settle-mostly-lower-chip-205136092.html
2025-06-21 04:40:00,Don't expect to see Tesla robotaxis everywhere just yet,"Tesla's (TSLA) robotaxis are expected to hit the street this weekend in Austin, Texas. Stifel NextGen Transport analyst Stephen Gengaro says that investors shouldn't expect to see a slew of robotaxis hitting the roads across America just yet. Find out why in the video above. To watch more expert insights and analysis on the latest market action, check out more Market Domination here.","Tesla's (TSLA) robotaxis are expected to hit the street this weekend in Austin, Texas. Stifel NextGen Transport analyst Stephen Gengaro says that investors shouldn't expect to see a slew of robotaxis hitting the roads across America just yet. Find out why in the video above..To watch more expert insights and analysis on the latest market action, check out more Market Domination here..Tesla set to roll out their robo taxis this weekend and our next guest today says a successful launch is essential for Tesla to validate the company's long-term pivot toward autonomous mobility. For more let's welcome in our Stephen Jengaro, Stifel Next Gen transport analyst. Stephen, it's good to see you. So, Tesla's robo taxi service rolling out this weekend. There in Texas, Stephen. What what do you expect to see and hear and how excited should investors be for this moment? .Yeah, hi Josh, and thanks for having me again. So, when we think about Tesla in general, right? The robo taxi initiative and the full self-driving initiative are critical long-term value drivers of the company. We've talked a lot about that in research notes. When we think about this weekend, I mean, we think this is going to be a slow process, right? This morning you already had some senators and some some folks I think that were local, local representatives down in Texas wanting to sort of delay the launch until more safety can be checked. But, you know, this is going to be a slow process. You're probably going to see expected to see 10 or 20 vehicles on the road, Model Ys that are being very closely monitored uh by Tesla. So, this is, you know, a very slow process, but it is obviously, you know, the first step in something which can be much, much larger over time. .And in terms of how how expands from here, Stephen. Here was Dan Ives or Wedbush, we know, Dan Bull of Bulls on on Tesla, told his clients said, he said, while the Austin launch will start off small with roughly 20 Model Y vehicles, he says, it's our view Tesla will launch and scale its robo taxi service to roughly 25 cities in the US over the next year. What do you make of that? .Well, it's I think the first thing that we have to think about, Josh, is safety, right? I think one of the risks to to the launch is obviously the safety of the autonomous driving system. And, you know, if I get in an accident on the on the way to work on Monday, nobody's going to know or care. If a robo taxi, you know, bumps into a fire hydrant, it's going to be in every news feed probably in the world, right? So there has to be a really careful focus on safety. So, when we think about the next steps from here, I do think you're going to see it roll out, you know, over over the next two to three quarters in in multiple cities in the US. You know, I think it's going to be measured. I think it's going to be a slow process. I mean, when when we think about the importance of it to Tesla, I don't care that much if it's in three cities, or five cities, or seven cities, you know, by December 31st. What I care is that if there's a clean launch, it goes smoothly, and the safety record is extremely high. And I think I think Tesla understands that. So, while we do build in these significant long-term upside potentials for the company, and the robo taxi initiatives are obviously a big part of our valuation. Uh I think the near term, you know, the focus on safety is more important than how many vehicles are actually out there. ",https://finance.yahoo.com/video/dont-expect-see-tesla-robotaxis-204045535.html
2025-06-21 04:13:00,"These Stocks Moved the Most Today: Tesla, Accenture, GMS, CarMax, Circle Internet, Smith & Wesson, Kroger, and More","Tesla stock slips. CEO Elon Musk previously said the company’s launch of its robo-taxi service in Austin, Texas, was tentatively scheduled for Sunday, June 22.","Tesla stock slips. CEO Elon Musk previously said the company’s launch of its robo-taxi service in Austin, Texas, was tentatively scheduled for Sunday, June 22.",https://finance.yahoo.com/m/f570bf5e-47ef-3bf0-9057-c6ca78578560/these-stocks-moved-the-most.html
2025-06-21 04:07:00,"Tesla Robo-Taxis, With Human Safety Monitors, to Launch in 2 Days","The launch, however, appears to be on track, despite Texas Democrats’ efforts to persuade CEO Elon Musk to delay the start of its service.  Coming into Friday’s trading, Tesla stock had risen 35% since the April 22 first-quarter earnings conference call, when management reiterated its plan for a June launch of its robo-taxi service.  Earlier this month, Musk said Sunday was the target date for the launch of the service.","The launch, however, appears to be on track, despite Texas Democrats’ efforts to persuade CEO Elon Musk to delay the start of its service. Coming into Friday’s trading, Tesla stock had risen 35% since the April 22 first-quarter earnings conference call, when management reiterated its plan for a June launch of its robo-taxi service. Earlier this month, Musk said Sunday was the target date for the launch of the service.",https://finance.yahoo.com/m/b60c5ba1-c907-3fd5-b88e-157adc7ab2d6/tesla-robo-taxis-with-human.html
2025-06-21 03:30:00,"Tesla Sues Ex-Engineer's Startup Over Alleged Theft Of Billion-Dollar Robot Tech: 'Defendants Took A Shortcut: Theft,' Musk's Company Says","Tesla (NASDAQ:TSLA) has filed a federal lawsuit against former engineer Zhongjie ""Jay"" Li, alleging that he stole trade secrets tied to the company's ambitious Optimus humanoid robot program, and used them to launch a competing Silicon Valley startup, Bloomberg reports. The lawsuit, filed June 11 in the U.S. District Court for the Northern District of California, claims Li downloaded proprietary data related to Optimus’s robotic hand systems just before leaving Tesla in September. According to t","Tesla (NASDAQ:TSLA) has filed a federal lawsuit against former engineer Zhongjie ""Jay"" Li, alleging that he stole trade secrets tied to the company's ambitious Optimus humanoid robot program, and used them to launch a competing Silicon Valley startup, Bloomberg reports..The lawsuit, filed June 11 in the U.S. District Court for the Northern District of California, claims Li downloaded proprietary data related to Optimus’s robotic hand systems just before leaving Tesla in September. According to the complaint, the files were stored on two personal smartphones..Don't Miss:.Maker of the $60,000 foldable home has 3 factory buildings, 600+ houses built, and big plans to solve housing — this is your last chance to become an investor for $0.80 per share..Peter Thiel turned $1,700 into $5 billion—now accredited investors are eyeing this software company with similar breakout potential. Learn how you can invest with $1,000 at just $0.30/share..Just days after his departure, Li incorporated Proception, a Palo Alto-based robotics startup now marketing humanoid robot hands that Tesla claims in the filing are strikingly similar to its Optimus designs. Tesla alleges the resemblance stems from stolen intellectual property rather than original engineering..""Defendants took a shortcut: theft,"" the company said in the lawsuit, accusing Li and Proception of bypassing ""the laborious process of development"" by leveraging sensitive material from Tesla's multibillion-dollar research effort..Optimus is Tesla's long-term bet on integrating humanoid robots into both industrial and personal environments. According to CEO Elon Musk, the robot's hand is one of its most complex and valuable components, featuring highly advanced sensors and mechanical dexterity, Bloomberg says..During Tesla's earnings call on Jan. 29, Musk said, ""Optimus will be overwhelmingly the value of the company,"" emphasizing the robot's pivotal role in Tesla's future roadmap. The company claims in the lawsuit that its investment in Optimus runs into the billions, and each step of progress requires extensive research, testing, and capital..Trending: Maximize saving for your retirement and cut down on taxes: Schedule your free call with a financial advisor to start your financial journey – no cost, no obligation..“Although Tesla does not disclose the precise year-over-year investments in Optimus, the research and development costs are in the billions of dollars. Such an ambitious project demands unparalleled expertise and substantial time and financial commitment to achieve even incremental progress,” the filing reads.",https://finance.yahoo.com/news/tesla-sues-ex-engineers-startup-193057883.html
