Datetime,headline,description,article,link
2025-06-18 04:45:00,Alibaba and Apple team up on local AI models for China,Four quantization levels on iPhone and Mac signal regulatory green light,"Alibaba's (NYSE:BABA) AI arm just optimized its open-source Qwen3 models for Apple's (NASDAQ:AAPL) MLX framework, a move that likely paves the way for Apple Intelligence to launch in mainland China..On Monday, Alibaba's Qwen team announced on X that Qwen3 is now available in MLX format with four quantization options4-bit, 6-bit, 8-bit and BF16so the models can run locally on iPhones, iPads and Macs..Warning! GuruFocus has detected 3 Warning Signs with BABA..Released on Hugging Face yesterday, the update aligns with reports in the South China Morning Post that Apple needs a home-grown partner to meet Beijing's tight AI regulations before rolling out its Apple Intelligence suitefeatures like Genmoji and Writing Tools that elsewhere rely on OpenAI's GPT..Because any AI models bundled into Apple Intelligence require Chinese regulatory approval, Apple struck a deal with Alibaba to host and vet those models on Chinese soil..China is Apple's single largest market outside the U.S., and localizing intelligence features could boost iPhone, iPad and Mac sales thereespecially as the trade war and data-sovereignty rules complicate direct deployments of Western AI services. Alibaba's update is a clear signal that Apple and its Chinese partner are lining up to meet both user demand and regulatory hurdles..This article first appeared on GuruFocus.",https://finance.yahoo.com/news/alibaba-apple-team-local-ai-204556259.html
2025-06-18 04:27:00,The Trump Family Is Betting Big on Mobile Phones. Should Apple Stock Investors Be Worried?,The T1 Mobile-based service will offer monthly subscriptions of $47.45.,"President Donald Trump’s family business is entering a new market: mobile phones..This initiative, led by the president’s sons Eric Trump and Donald Trump Jr., will feature a made-in-the-USA phone retailing for $499 and a mobile phone service priced at $47.45 a month, a reference to Trump’s terms as the 45th and 47th president. Trump Mobile, which will be operated by T1 Mobile LLC, also promises to run U.S.-based call centers for customer support..Dear Tesla Stock Fans, Mark Your Calendars for June 22.Trump Is Giving Tesla’s Robotaxis a Leg Up Ahead of June 22. Should You Buy TSLA Stock Now?.Nvidia Says Quantum Computing Is Nearing an ‘Inflection Point.’ Here Are the 3 Best Stocks to Buy Now to Profit..Get exclusive insights with the FREE Barchart Brief newsletter. Subscribe now for quick, incisive midday market analysis you won't find anywhere else..“Hard-working Americans deserve a wireless service that’s affordable, reflects their values, and delivers reliable quality they can count on,” Eric Trump said in a statement..So, where does this leave Apple (AAPL)? Is the Trump family’s entrance into the mobile phone market a cause for concern for AAPL investors?.Make no mistake, Apple has problems, and some of them are Trump-centric. The president made his displeasure particularly clear with Apple’s plans to move production of most of the iPhones used in the United States to India, remarking about CEO Tim Cook, “I said to him, ‘my friend, I treated you very good. You’re coming here with $500 billion, but now I hear you’re building all over India.’ I don’t want you building in India.”.Apple has pledged to invest $500 billion across the United States over the coming four years, including through building an advanced server manufacturing hub in Texas. These initiatives are expected to help mitigate Apple’s exposure to tariffs while simultaneously generating political goodwill through localized production..At the same time, Apple has stepped up its efforts to diversify its manufacturing footprint. As of the second quarter of its fiscal 2025, around half of the iPhones intended for U.S. consumers are now assembled in India, which is an outcome of a notable strategic shift. In addition, a substantial share of iPads, Macs, Apple Watches, and AirPods for the American market are now manufactured in Vietnam..As for the potential challenge posed by Trump Mobile, Apple appears well-insulated. With a global installed base of more than 2 billion active devices, a brand identity that is unrivaled in the tech world, and a deeply integrated ecosystem that creates substantial user lock-in, it is hard to envision a scenario where a nascent competitor like T1 Mobile poses any meaningful disruption.",https://finance.yahoo.com/news/trump-family-betting-big-mobile-202734808.html
2025-06-18 02:21:00,Is ARM's 22% Plummet Over a Year Offering a Fair Price for the Stock?,"Arm Holdings' 22% stock decline, cooling China growth and soaring valuation raise fresh questions about its upside potential.","Arm Holdings plc ARM stock has declined significantly over the past year. Shares have declined 22% against the industry’s 4.3% growth..Image Source: Zacks Investment Research.Considering the current weakness of ARM shares, investors may wonder if now is the right time to invest in the stock. Let’s delve deeper..ARM’s core strength in power-efficient chip architecture remains central to its leadership in mobile computing. Its designs power sleek, energy-saving devices from Apple AAPL, Qualcomm QCOM, and Samsung, making ARM the foundation of today’s mobile innovation. As demand for performance on minimal power rises, Arm Holdings’ chips continue to dominate smartphones and tablets..Apple leverages ARM’s architecture for its M-series chips, while Qualcomm depends on it to power its Snapdragon lineup. Samsung integrates ARM designs across mobile and consumer electronics, further affirming its critical role. ARM’s proven ability to balance high efficiency and low power draw has solidified its status in the mobile era..ARM is rapidly emerging as a foundational player in the age of artificial intelligence (AI) and the Internet of Things (IoT). As Apple, Qualcomm and Samsung pursue AI-driven innovation, they increasingly rely on ARM’s flexible, energy-efficient architecture. AI models are being embedded into everything from wearables to cloud data centers, and ARM’s chips are built to meet these growing demands..Apple continues to scale its AI integration on ARM-based silicon, Qualcomm expands its AI capabilities in mobile and automotive, and Samsung explores next-gen IoT through Exynos chips powered by ARM. With machine learning and edge computing at the forefront, ARM is becoming an indispensable infrastructure for the next wave of tech advancement..ARM faces notable risks due to its significant exposure to China, its second-largest market. Growth in the region has been sluggish, and one potential reason is the rising adoption of RISC-V, an open-source chip architecture increasingly favored by Chinese firms. This trend may soon accelerate, as the Chinese government is preparing to issue formal guidelines aimed at promoting the development and widespread use of RISC-V technology. Such state-backed support could further weaken ARM’s position in the Chinese semiconductor ecosystem over the coming years..Given China's strategic focus on reducing dependence on foreign chip architectures, Arm’s reliance on this market presents a long-term concern. If RISC-V adoption continues to gain traction, Arm Holdings’ growth prospects in China could remain muted, affecting its broader global momentum. These evolving competitive dynamic highlights a key vulnerability in Arm’s business model that investors should closely monitor.",https://finance.yahoo.com/news/arms-22-plummet-over-offering-172100731.html
2025-06-18 00:18:00,Streaming Finally Outpaces Traditional TV. The Leading Platform Might Surprise You.,YouTube represented 12.5% of all television viewing in May—the highest share of TV for any streamer to date.,YouTube represented 12.5% of all television viewing in May—the highest share of TV for any streamer to date.,https://finance.yahoo.com/m/1107eb57-311b-34f1-9012-0e555555e6ae/streaming-finally-outpaces.html
2025-06-17 23:59:00,BABA Down 8% in a Month: Will Partnership With Apple Aid Recovery?,Alibaba faces regulatory headwinds despite Apple AI progress. Mixed Q4 results suggest holding existing positions or waiting for better entry points in fiscal 2026.,"Alibaba Group's BABA shares have lost 8.2% over the past month, underperforming the Zacks Internet-Commerce industry and the Zacks Retail-Wholesale sector, thus reflecting investor uncertainty despite progress in the company's AI partnership with Apple. The Chinese e-commerce and cloud computing giant recently released versions of its Qwen3 AI models for Apple's MLX architecture, enabling compatibility with iPhones, iPads, MacBooks, and Mac computers. This development represents a significant step toward bringing Apple Intelligence features to the Chinese market, though regulatory headwinds continue to cloud the partnership's future..Image Source: Zacks Investment Research.The technical integration of Alibaba's AI models with Apple devices marks meaningful progress in their collaboration to deliver AI-powered features to Chinese consumers. Apple Intelligence encompasses various AI tools, including Genmoji and Writing Tools, which require local partnership to comply with Chinese regulations. The partnership has gained strategic importance as Apple's iPhone sales captured the top position in China during May, with global sales rising 15% year over year in April and May according to Counterpoint Research data.However, the collaboration faces mounting pressure from U.S. officials who have been scrutinizing the arrangement. Reports indicate that White House and congressional officials are examining Apple's plans to integrate Alibaba's AI technology into iPhones sold in China, reflecting broader tensions in U.S.-China technology relations. This scrutiny introduces uncertainty about the partnership's timeline and ultimate implementation, potentially affecting both companies' strategic plans in the crucial Chinese market..Alibaba's fourth-quarter fiscal 2025 results presented a mixed picture that disappointed investors. Total revenues reached RMB 236.5 billion, representing 7% year-over-year growth, though this figure missed the Zacks Consensus Estimate by 1.49%. The company's adjusted EBITA showed stronger performance with 36% year-over-year growth to RMB 32.6 billion, indicating operational efficiency improvements.The Taobao and Tmall Group demonstrated resilience with customer management revenues growing 12% year over year, primarily driven by improved take rates. Meanwhile, the Cloud Intelligence Group accelerated growth to 18% year over year, with AI-related product revenues maintaining triple-digit growth for the seventh consecutive quarter. This cloud performance underscores the potential value of the Apple partnership, though regulatory uncertainties may limit near-term benefits.However, various business segments showed mixed results, with some areas like Cainiao Smart Logistics experiencing revenue declines due to operational restructuring.The Zacks Consensus Estimate for fiscal 2026 earnings indicates a downward revision of 1.5% over the past 60 days to $10.62 per share, the market appears to be pessimistic about Alibaba's growth trajectory.",https://finance.yahoo.com/news/baba-down-8-month-partnership-155900688.html
2025-06-17 23:11:00,Apple supplier Jabil plans $500M venture for AI infrastructure,Jabil plans to invest $500 million to expand its manufacturing and services infrastructure across the Southeastern U.S. The post Apple supplier Jabil plans $500M venture for AI infrastructure appeared first on FreightWaves.,"Electronics component maker Jabil is betting on surging infrastructure demand for AI data centers throughout the U.S..Jabil (NYSE: JBL) said on Tuesday that it’s investing $500 million over the next several years to expand its cloud and artificial intelligence data center infrastructure for its customers..The investment includes large-scale production facilities, capital investments and workforce development. Jabil plans to build the facility in the Southeast U.S. and be operational by mid-2026..“This initiative is a key element of our long-term strategy to diversify our commercial portfolio and strengthen Jabil’s presence in the U.S.,” CEO Mike Dastoor said in a news release. “While the geopolitical landscape remains dynamic, our position as a U.S.-based company with a significant domestic footprint enables us to help the world’s leading brands navigate challenges.”.Based in St. Petersburg, Florida,  Jabil is a global manufacturing and supply chain solutions company..Jabil’s customers include major brands in logistics, packaging, mobility, automotive, wearables, aerospace, enterprise, digital home, point-of-sale, printing and energy. Some of the company’s largest clients include Apple, UPS and Amazon..Jabil has 30 facilities across the U.S. and more than 100 worldwide, with investments in automation, robotics and process optimization..The company’s $500 million investment follows recent announcements by tech companies Apple, Nvidia and Foxconn, to create manufacturing facilities in the U.S..In February, Apple (Nasdaq: AAPL) announced it will invest more than $500 billion in the U.S. over the next four years, including a major facility in Houston..Nvidia (Nasdaq: NVDA) said in April that they plan to invest $500 billion over the next four years to build AI super computers in the U.S., through partnerships with TSMC, Foxconn, Wistron, Amkor and SPIL..Nvidia’s investments and partnerships will include a semiconductor chips facility in Arizona and AI supercomputer plant in Houston..Taiwan-based tech company Foxconn recently said it’s investing $450 million in a 100-acre property in Houston to build an AI server manufacturing facility..The post Apple supplier Jabil plans $500M venture for AI infrastructure appeared first on FreightWaves.",https://finance.yahoo.com/news/apple-supplier-jabil-plans-500m-151101697.html
2025-06-17 23:06:00,"Motley Fool Analysts Check In on Chime Financial, RH, Adobe, and More","Malcolm Ethridge, managing partner at Capital Area Planning Group and author of Financial Independence Doesn't Happen by Accident, drops by to chat about the state of cybersecurity and why investors may be a little too pessimistic about Apple's future.  To catch full episodes of all The Motley Fool's free podcasts, check out our podcast center .  Should you invest $1,000 in Chipotle Mexican Grill right now?","In this podcast, Motley Fool analysts Jason Moser and Matt Argersinger join host Ricky Mulvey to discuss:.Macro uncertainty and market bullishness..A record amount of unsold housing stock in the United States..Chime Financial's IPO..Earnings from RH and Adobe..Two stocks worth watching:Chipotle and Whirlpool..Malcolm Ethridge, managing partner at Capital Area Planning Group and author of Financial Independence Doesn't Happen by Accident, drops by to chat about the state of cybersecurity and why investors may be a little too pessimistic about Apple's future..To catch full episodes of all The Motley Fool's free podcasts, check out our podcast center . When you're ready to invest, check out this top 10 list of stocks to buy ..A full transcript is below..Before you buy stock in Chipotle Mexican Grill, consider this:.The Motley Fool Stock Advisor analyst team just identified what they believe are the 10 best stocks for investors to buy now… and Chipotle Mexican Grill wasn’t one of them. The 10 stocks that made the cut could produce monster returns in the coming years..Consider when Netflix made this list on December 17, 2004... if you invested $1,000 at the time of our recommendation, you’d have $660,821!* Or when Nvidia made this list on April 15, 2005... if you invested $1,000 at the time of our recommendation, you’d have $886,880!*.Now, it’s worth noting Stock Advisor’s total average return is 791% — a market-crushing outperformance compared to 174% for the S&P 500. Don’t miss out on the latest top 10 list, available when you join Stock Advisor..See the 10 stocks ».*Stock Advisor returns as of June 9, 2025.This podcast was recorded on June 13, 2025..Advertisement: Forgot your wallet. No problem. With Samsung Wallet, everything you need is already on your phone. Store your loyalty cards, earn rewards when you spend, and keep your travels smooth with boarding passes and train tickets ready to go. You can even tap in on public transport. No unlocking, no digging around. And yes, your payment cards can live here, too, safely stored and ready when you need them. Travel light, live smart. Set up Samsung Wallet today..Ricky Mulvey: ... It's The Motley Fool Money Radio Show. I'm Ricky Mulvey joining me on the Internet today are Motley Fool senior analysts Matt Argersinger and Jason Moser. Great to have you both here..Matt Argersinger: Ricky..Jason Moser: What's going on?",https://finance.yahoo.com/news/motley-fool-analysts-check-chime-150600275.html
2025-06-17 20:58:00,The Inflation Reality the Fed Won’t Acknowledge,"Wall Street begins to get back to normal… the first improvement in consumer sentiment in six months… what will the new Dot Plot bring on Wednesday?… is Apple dead money? VIEW IN BROWSER As I write Monday approaching lunch, the markets are shaking off last week’s “risk-off” flight to safety after conflict erupted between Israel and Iran. Though the violence continued through the weekend, stocks are climbing today with all three major indexes solidly in the green.InvestorPlace - Stock Market News,","VIEW IN BROWSER.As I write Monday approaching lunch, the markets are shaking off last week’s “risk-off” flight to safety after conflict erupted between Israel and Iran..Though the violence continued through the weekend, stocks are climbing today with all three major indexes solidly in the green..InvestorPlace - Stock Market News, Stock Advice & Trading Tips.In the oil sector, WTI Crude (the U.S. benchmark) remains in the low $70s but has eased nearly 4% after racing higher in recent days. Meanwhile, gold has also pulled back, but trades not far below its all-time high..While it’s anyone’s guess where the Israeli/Iranian conflict goes from here, hopes are building that we could be nearing the end of the conflict..Here’s The Wall Street Journal from this morning:.Iran has been urgently signaling that it seeks an end to hostilities and resumption of talks over its nuclear programs, sending messages to Israel and the U.S. via Arab intermediaries, Middle Eastern and European officials said..We’d like to see the violence give way to diplomacy and a return to normalcy, for the region, and for the world..Whether such a de-escalation is in the cards remains to be seen, but the door to dialogue appears to be cracking open, which is a good sign..Last Friday, the latest University of Michigan consumer sentiment survey showed across-the-board improvement. It was the first uptick in six months..Equally importantly, consumers’ expectations for near-term inflation fell substantially..Let’s go to CNBC:.For the headline index of consumer sentiment, the gauge was at 60.5, well ahead of the Dow Jones estimate for 54 and a 15.9% increase from a month ago..The current conditions index jumped 8.1%, while the future expectations measure soared 21.9%….On inflation, the one-year outlook tumbled from levels not seen since 1981..The one-year estimate slid to 5.1%, a 1.5 percentage point drop, while the five-year view edged lower to 4.1%, a 0.1 percentage point decrease..And earlier last week, we received even cooler data on inflation expectations. The Federal Reserve of New York reported that the one-year expectation had dropped to 3.2% in May. That was a 0.4 percentage point drop from April..This easing of consumer inflation expectations is important given the enormous impact that expectations have on prices. If consumers become convinced that inflation will worsen, they’ll buy goods and services today at prices that they believe will be lower than prices tomorrow.",https://finance.yahoo.com/news/inflation-reality-fed-won-t-125840549.html
2025-06-17 20:37:00,Cloud AI Update - Skyhawk Elevates Security With New AI-Driven Partner Program,"Skyhawk Security has announced its new partner program aimed at enhancing cloud AI security through preemptive measures. This initiative is designed to assist partners, including VARs, MSSPs, and consultants, in addressing the surge of cloud security threats by leveraging Skyhawk's advanced Cloud Threat Detection and Response platform. The program offers a flexible framework that enables partners to deliver tailored solutions with an emphasis on return on investment, supported by resources...","Skyhawk Security has announced its new partner program aimed at enhancing cloud AI security through preemptive measures. This initiative is designed to assist partners, including VARs, MSSPs, and consultants, in addressing the surge of cloud security threats by leveraging Skyhawk's advanced Cloud Threat Detection and Response platform. The program offers a flexible framework that enables partners to deliver tailored solutions with an emphasis on return on investment, supported by resources such as a partner portal and a comprehensive training curriculum. By consolidating security tools into a singular platform that prioritizes significant threats, Skyhawk's approach encourages partners to provide high-impact, proactive security services, fostering trust and customer retention..In other trading, GDS Holdings was a notable mover up 9.5% and ending trading at $28.12. Meanwhile, Samsung SDS softened, down 5% to end the day at ₩158,600..GDS Holdings' strategic location and asset monetization offer potential revenue growth amid AI demand. Click through to explore GDS Holdings' unique positioning and future prospects..Explore our Market Insights article, ""A.I. Enters the 'Show Me The Money' Phase,"" uncovering vital investment opportunities and risks as AI matures—don't miss out..Alphabet settled at $176.77 up 1.2%..Apple settled at $198.42 up 1%..Microsoft settled at $479.14 up 0.9%, not far from its 52-week high..Take a closer look at our Cloud AI Stocks list of 164 companies, such as Itron, Autodesk and Tech Mahindra, by clicking here..Contemplating Other Strategies? Explore 24 top quantum computing companies leading the revolution in next-gen technology and shaping the future with breakthroughs in quantum algorithms, superconducting qubits, and cutting-edge research..This article by Simply Wall St is general in nature. We provide commentary based on historical data and analyst forecasts only using an unbiased methodology and our articles are not intended to be financial advice. It does not constitute a recommendation to buy or sell any stock, and does not take account of your objectives, or your financial situation. We aim to bring you long-term focused analysis driven by fundamental data. Note that our analysis may not factor in the latest price-sensitive company announcements or qualitative material. Simply Wall St has no position in any stocks mentioned..Sources:.Simply Wall St.""Skyhawk Security Launches Partner Program to Drive Growth And Deliver Preemptive AI-Driven Cloud Security at Scale"" from Skyhawk Security on GlobeNewswire (published 16 June 2025)",https://finance.yahoo.com/news/cloud-ai-skyhawk-elevates-security-123741543.html
2025-06-17 20:18:00,US court denies Apple’s request to dismiss antitrust case concerning iCloud,The lawsuit alleges Apple violates competition laws by forcing users of its devices to back up critical files and device settings on iCloud.,"A California district court on Monday denied a request by Apple to throw out a class action lawsuit that alleges the iPhone maker violates competition laws by forcing users of its devices to back up their critical files and device settings on its cloud storage service, iCloud..The complaint also accuses Apple of not allowing third-party cloud services to access certain files, and preventing them from offering a “full-service” storage that competes with iCloud..U.S. District Judge Eumi Lee had previously dismissed the case, saying the plaintiffs did not sufficiently state a claim. The plaintiffs then filed a second amended complaint earlier this year, and the judge found the new arguments sufficient to deny Apple’s request to dismiss the case..The plaintiffs claim that Apple holds a monopoly in the cloud-based storage market for iPhones, both in terms of revenue and user numbers..For context, Apple lets users of its devices back up data like photos, videos, and other documents from their devices to any cloud storage service of their choice, but users can’t backup devices’ core data to these services, nor restore them..In its motion to dismiss, Apple defended its decision to limit third-party cloud apps from accessing core data, including app data and device settings, citing security reasons..“That design decision was and always has been a feature grounded in security and privacy considerations, given the sensitivity of the data required to restore one’s Apple device,” the company wrote..Apple did not immediately return a request for comment.",https://finance.yahoo.com/news/us-court-denies-apple-request-121820223.html
2025-06-17 19:37:00,Netherlands court rules Apple abused App Store dominance,"Apple was fined €50m by the ACM in 2021 for failing to comply with mandated changes to its App Store practices, which the regulator said violated EU antitrust laws.","A Netherlands court confirmed a 2021 ruling by the Dutch Authority for Consumers and Markets (ACM) that Apple abused its dominant position by imposing unfair conditions on dating app providers in its App Store, Reuters reported..The Rotterdam District Court upheld the ACM’s finding that dating app providers were required to use Apple’s payment system, prohibited from referring to external payment options, and obliged to pay a 30% commission (15% for small providers) to Apple..The court also validated the ACM’s order, which carried a penalty for non-compliance..Apple was fined €50m ($58m) by the ACM in 2021 for failing to comply with mandated changes to its App Store practices, which the regulator said violated EU antitrust laws..Apple announced plans to appeal, with a spokesperson telling Reuters, “This ruling undermines the technology and tools we’ve created to benefit developers and protect users’ privacy and security, and we plan to appeal.”.Meanwhile, Apple faces mounting pressure from EU antitrust regulators under the Digital Markets Act (DMA)..According to Bloomberg, with a deadline of 26 June 2025 approaching, EU officials are prepared to issue a new charge sheet unless Apple addresses alleged violations of the DMA..These violations centre on Apple’s restrictions preventing developers from informing users about cheaper payment options outside the App Store..Sources familiar with the matter, speaking anonymously to Bloomberg, indicated that failure to comply could lead to fines of up to 5% of Apple’s average daily global revenue per day..However, Apple could avoid escalation by submitting a proposal that satisfies the European Commission’s concerns..An Apple spokesperson told Bloomberg that EU regulators “keep changing the goalposts for what DMA compliance is, making it impossible to comply with their steering decision,” adding that the company is dedicating “hundreds of thousands of hours” to meet the bloc’s evolving regulations..The European Commission, in response, declined to speculate on next steps, noting that Apple still has time to submit a compliance proposal and that regulators have “ample regulatory powers” if Apple fails to meet its DMA obligations..In 2024, the company faced a €1.8bn fine for restricting music-streaming competitors on the iPhone and was ordered to pay Ireland €13bn in back taxes..Other companies, including Alphabet Inc.’s Google, which has faced over $8bn in fines, and Amazon.com, which was forced to alter its marketplace platform, have also been targeted..The EU is also investigating Microsoft’s Teams video conferencing software under its abuse-of-dominance rules.",https://finance.yahoo.com/news/netherlands-court-rules-apple-abused-113753892.html
2025-06-17 18:32:00,"Exclusive-Ferrari delays second EV model to at least 2028 because of weak demand, sources say","MILAN (Reuters) -Ferrari has delayed plans for its second fully-electric model that was due out in 2026 to at least 2028, because of a lack of demand for high-performance luxury EVs, two sources close to the matter told Reuters.  Known for its roaring petrol engines, Ferrari has sold hybrid models since 2019 and will begin unveiling its first EV in October this year in a three-stage process culminating in a world premiere in the spring of next year.  Aside from the lack of a throaty roar that comes with an electric sports car - the top selling point for many wealthy buyers - automakers have struggled to overcome the fact that EV batteries are far too heavy and simply lack the sustained power of a fossil-fuel engine.","By Giulio Piovaccari.MILAN (Reuters) -Ferrari (RACE) has delayed plans for its second fully-electric model that was due out in 2026 to at least 2028, because of a lack of demand for high-performance luxury EVs, two sources close to the matter told Reuters..Known for its roaring petrol engines, Ferrari has sold hybrid models since 2019 and will begin unveiling its first EV in October this year in a three-stage process culminating in a world premiere in the spring of next year..First deliveries to customers are expected in October 2026..Aside from the lack of a throaty roar that comes with an electric sports car - the top selling point for many wealthy buyers - automakers have struggled to overcome the fact that EV batteries are far too heavy and simply lack the sustained power of a fossil-fuel engine..As part of Ferrari's undisclosed internal plans a second EV model was planned for around the end of 2026. But now it is not expected before 2028, one of the sources said, who added that real, sustainable demand is non-existent for an electric sports car..The source said low market interest would also give Ferrari time to further develop in-house technology for its second electric vehicle, although soft demand remained the main reason for the delay..Ferrari declined to comment..Both sources declined to be named due to the sensitivity of the matter..Ferrari has announced long-term plans to sell EVs and Reuters previously reported Ferrari has a second EV model under development, but the carmaker has not publicly disclosed any plans beyond its first EV..Other sports car makers have already postponed or scaled back their electric ambitions because of a lack of consumer interest..Ferrari's Italian rival Lamborghini, a unit of Volkswagen, said in December it will launch its first electric model in 2029 instead of 2028 and Germany's Porsche cut back its plans for EVs amid soft sales of its electric Macan SUV and Taycan models..Earlier this year Maserati, the luxury brand of Stellantis (STLA), cancelled plans for an electric version of its MC20 sports car..The plan for a second Ferrari EV has been delayed twice by the Maranello, Italy-based company. Initially there was a one-year postponement, but now the model will launch in 2028 at the earliest, the second source said, adding that demand for high-performance is currently ""zero""..The source said that internally, Ferrari's second electric car is seen as the real game changer for its EV strategy, while the first one is more of a low-volume, symbolic milestone model that will meet its promise to launch its first EV in 2026.",https://finance.yahoo.com/news/exclusive-ferrari-delays-second-ev-103255850.html
2025-06-17 15:45:00,Buffett Wouldn't Buy AI Yet -- but These 2 Artificial Intelligence (AI) Stocks Fit His Playbook,"Buffett hasn’t been known to invest in the latest hot technologies, but you still can apply his techniques to tech investing.  Warren Buffett, as chairman, has helped Berkshire Hathaway's portfolio grow to more than $258 billion -- and it's even beaten the S&P 500 index along the way.  Berkshire Hathway has delivered a compounded annual gain of more than 19% over 59 years, while the benchmark has registered a 10% gain over that time period.","Buffett hasn’t been known to invest in the latest hot technologies, but you still can apply his techniques to tech investing..The investing giant has delivered market-beating gains for nearly 60 years..10 stocks we like better than Amazon ›.Warren Buffett, as chairman, has helped Berkshire Hathaway's portfolio grow to more than $258 billion -- and it's even beaten the S&P 500 index along the way. Berkshire Hathway has delivered a compounded annual gain of more than 19% over 59 years, while the benchmark has registered a 10% gain over that time period. This isn't thanks to investing in the latest technologies or hot trends but rather to choosing a variety of quality companies in often slower-moving industries, such as consumer goods or financial services..But this doesn't mean you can't apply Buffett's techniques and investing principles to an area he wouldn't necessarily dive into today, such as artificial intelligence (AI). In fact, it's a fantastic idea to consider AI stocks that fit Buffett's playbook, as we know that elements this top investor looks for often lead to investing success..Now the ironic thing about the following two stocks is they actually are ones Buffett owns. But it's key to point out he didn't buy them as AI investments -- he picked up shares of each well before the AI boom -- and I wouldn't expect Buffett to scoop up any stock as an AI bet just yet. But if the billionaire were to change his mind and start shopping for AI players, he probably would add to his holdings of the following two companies..Several years ago, before Buffett picked up Amazon (NASDAQ: AMZN) shares, the investing giant said he regretted passing on the stock earlier on. He said he hadn't imagined it was possible to build such an e-commerce empire. Shortly after making those comments, in 2019, one of Buffett's managers added Amazon shares to the portfolio, and the rest is history..Buffett may have bought Amazon for its leading e-commerce and cloud-computing businesses, and today these strong businesses continue to make Amazon a great buy. But on top of this, Amazon is also winning in AI: The company has applied AI tools to its operations to gain in efficiency, and Amazon Web Services (AWS) sells AI products and services to AI customers..Why is Amazon a Buffett-style buy? This is thanks to the company's solid moat, or competitive advantage, and it takes the form of AWS' leadership. It's easy and logical for current customers to turn to AWS for their AI needs. Considering that AWS is the world's No. 1 cloud-services provider, this means many potential AI customers are ready and waiting. Amazon's e-commerce business also has a strong moat. Its vast fulfillment network and Prime subscription program make it possible for Amazon to offer low prices and rapid delivery -- benefits customers like.",https://finance.yahoo.com/news/buffett-wouldnt-buy-ai-yet-074500760.html
2025-06-17 15:00:00,Aqara Smart Lock U200 Lite Brings Smart Access Control to More European Households,"NEW YORK, June 17, 2025--Aqara unveils the Smart Lock U200 Lite, offering effortless access control, enhanced security, and a modern keyless lifestyle to European households.","New retrofit lock supports Matter out of the box, blending a keyless lifestyle with future-proof interoperability across brands and ecosystems.NEW YORK, June 17, 2025--(BUSINESS WIRE)--Aqara, global leader and pioneer in IoT, unveils the new Smart Lock U200 Lite, offering effortless access control, enhanced security, and a modern keyless lifestyle to more European households, particularly those seeking budget-friendly solutions. Designed for DIY installation, the U200 Lite features a retrofit design compatible with most Euro mortise locks. It also supports Matter over Thread to ensure compatibility with a wide range of connected devices and seamless integration into users’ existing smart home setup..Built upon the Thread protocol, which is purposely developed for IoT devices, the Smart Lock U200 Lite is Matter-certified and integrates with major platforms – including Alexa, Apple Home, Google Home, Home Assistant, and SmartThings – without the need for a proprietary hub1. As an integral part of a connected home, the U200 Lite can be integrated with a variety of smart devices, from video doorbells, surveillance cameras to smart sensors, enabling users to create a customized and enhanced smart security system..The U200 Lite is compatible with Euro mortise locks with the Emergency Function2, and supports EU profile and select Scandi profile cylinders. Its hassle-free retrofit design offers homeowners and renters an instant update to their existing locks, without the need for complex installations, key changes, or door modification..Multiple secure door entry options are offered by the U200 Lite. Family members can conveniently unlock it using mobile apps (Aqara Home and other Matter-enabled apps) or voice commands via Siri and Alexa. More intuitively, they can also unlock by simply tapping their iOS and Android phones on the provided NFC Sticker Card, which can be placed on the outside of the front door. Even when away, homeowners can remotely open the door for visitors using the mobile app. All remote functionalities, such as real-time alerts, device logs, and remote unlocking, are provided subscription-free..With its built-in gyroscope, the U200 Lite provides acoustic reminders if the door is not properly closed, ensuring it is never left unsecured. Once closed, it automatically locks, and there is no need for an external door sensor —offering a more aesthetically pleasing and cost-effective solution3. Other popular features that the U200 Lite model retains from its predecessor, the U200, include:.Quiet Mode reduces the noise level during unlocking and locking3..Pull Spring automatically retracts the door latch upon unlocking3..Turn to Lock/Unlock allows effortless manual locking/unlocking3.",https://finance.yahoo.com/news/aqara-smart-lock-u200-lite-070000930.html
